id,claim,domain,structure,label,Topic
20214,U.S. Customs and Border Protection reports show twice as many kids in Border Patrol custody under Biden than Trump peak in 2019. ,2,NGC,1,Immigration
20215,Trump's zero tolerance border policy lacks system for reuiniting familiies. ,2,NGC,1,Immigration
20216,"In 2017, Twenty-seven percent of Californians born in a foreign land, data shows. ",2,NGC,1,Immigration
20217,Pew Research Center etimates foreign born U.S. population dropped by 1.4 million people.,2,NGC,1,Immigration
20218,President Biden ends Title 42 border policy after three years of pandemic-era restrictions,2,NGC,1,Immigration
20219,Trump administration implements 'Remain in Mexico' policy requiring asylum seekers to wait across border,2,NGC,1,Immigration
20220,REPORT: CBP reports record 2.76 million border encounters in fiscal year 2022,2,NGC,1,Immigration
20221,DHS announces end to family separation policy at southern border.,2,NGC,1,Immigration
20222,Bernie Sanders Praises Trump’s Job on Securing Border,2,NGC,1,Immigration
20223,BREAKING: Court orders Trump administration to fully restore DACA program,2,NGC,1,Immigration
20224,NEW: Democrats push to accept 1 million Gaza refugees.,2,NGC,0,Immigration
20225,"In Los Angeles, 75% of people on the most wanted list in Los Angeles are illegal aliens.",2,NGC,0,Immigration
20226,"Over 2/3 of all births in Los Angeles County are to Illegal Mexicans on Medi-cal, per report. ",2,NGC,0,Immigration
20227,"BREAKING: Texas just gifted Trump 355,000 acres for deportation camps.”",2,NGC,0,Immigration
20228,BREAKING: ICE arrests LA mayor for haboring fugitives through sanctuary city. ,2,NGC,0,Immigration
20229,MSNBC: President Donald Trump is talking about exterminating Latinos,2,NGC,0,Immigration
20230,CBP REPORT: 18 children died while in custody of Border Patrol during Obama administration,2,NGC,0,Immigration
20231,Mexico's Next President Calls for An Invasion Of The US,2,NGC,0,Immigration
20232,California To Register Illegal Aliens To Vote - Automatically. ,2,NGC,0,Immigration
20233,NATIONAL SECURITY FOR SALE: UNIVISION Chair Gives Hillary $7 Million To Keep Borders Open,2,NGC,0,Immigration
20234,Update: Van full of illegals caught voting at multiple Alabama polling locations. ,2,NGC,0,Immigration
20235,BREAKING: President Trump signs visa-free travel policy for Ghana and Malawi ,2,NGC,0,Immigration
20236,BREAKING: Zillow CEO just said on CNBC Trump's deportation plan will help with housing affordability.”,2,NGC,0,Immigration
20237,"BREAKING: Home Depot signed a $250 million deal with DHS, allowing ICE agents to stake out their parking lots and arrest immigrants.",2,NGC,0,Immigration
20238,BREAKING: Rep. Maxine Waters calls for the United States to grant citizenship to every undocumented protester in Los Angeles 2025 protests.,2,NGC,0,Immigration
20239,"Because of omicron, the Biden administration has decided to leave the U.S. southern border completely open.",2,NGC,0,Immigration
20240,ICE announces pause to undocummented immigrant hotline because 90% of the calls are from people reporting Elon Musk.,2,NGC,0,Immigration
20241,"NEW: ICE has released the tip hotline to turn in illegal immigrants, paying $750 for each illegal immigrant.",2,NGC,0,Immigration
20242,Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.,2,NGC,1,Elections
20243,"In Georgia, it's illegal to give people water within 150 feet of a polling place and punishable by up to a year in prison.",2,NGC,1,Elections
20244,Georgia House passes bill that makes it a misdemeanor to give food or water to voters waiting in line.,2,NGC,1,Elections
20245,North Carolina is in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.,2,NGC,1,Elections
20246,New York consistently ranks as one of the worst voting turnout states in the nation.,2,NGC,1,Elections
20247,"Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.",2,NGC,1,Elections
20248,The GOP-controlled Legislature refuses to act on at least 150 appointees of Gov. Tony Evers.,2,NGC,1,Elections
20249,Jurisdictions representing about 80% of WI residents have passed referendums or resolutions in favor of fair maps.,2,NGC,1,Elections
20250,WOW county swing suburban voters (in Wisconsin) don't vote for Donald Trump.,2,NGC,1,Elections
20251,"Texas Democrat calls mail-in ballot fraud the ""great source of voter fraud in this state.""",2,NGC,1,Elections
20252,"In Michigan, one of the three key states that enabled Donald Trump to win in 2016, the winning margin averaged out to just over two votes per precinct.",2,NGC,1,Elections
20253,Sen. Chris Kapenga tells constituent that it’s illegal to hold an absentee-only election or mail ballots to every registered voter.,2,NGC,1,Elections
20254,"Triggering leftists, Trump's reelection campaign is selling plastic straws.",2,NGC,1,Elections
20255,"US minorities surpassed 25 percent of electorate when Obama ran in 2008, and it's going up.",2,NGC,1,Elections
20256,New NC law makes it harder to prosecute people and groups that violate campaign finance laws.,2,NGC,1,Elections
20257,"State of New York consistently ranks low for voter turnout, data shows.",2,NGC,1,Elections
20258,"Mitch McConnell says ""Joe Biden’s win wasn’t unusually close.""",2,NGC,1,Elections
20259,"According to the Census Bureau, “5 million more people voted than were registered to vote” in the 2020 election.",2,NGC,0,Elections
20260,New York City Mayor-elect Zohran Mamdani “is bringing Sharia law to America.,2,NGC,0,Elections
20261,A “ballot dump” around 4 a.m. in Milwaukee shows the Wisconsin Senate election was stolen from the Republican candidate.,2,NGC,0,Elections
20262,BREAKING: New data from Musk’s Starlink technology shows manipulated votes in the 2024 election to benefit Donald Trump.,2,NGC,0,Elections
20263,ABC News fires presidential debate moderators David Muir and Linsey Davis.,2,NGC,0,Elections
20264,Rep. Dean Phillips received almost twice as many votes as Biden did in the New Hampshire primary.,2,NGC,0,Elections
20265,Wisconsin elections administrator Meagan Wolfe “permitted the ‘Zuckerbucks’ influence money.”,2,NGC,0,Elections
20266,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",2,NGC,0,Elections
20267,Police report shows “massive 2020 voter fraud uncovered in Michigan.”,2,NGC,0,Elections
20268,"A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI.",2,NGC,0,Elections
20269,Ballots in Arizona’s Maricopa County from the 2020 presidential election found shredded and in dumpster days before Senate audit to begin.,2,NGC,0,Elections
20270,MUST WATCH: Newly discovered video shows late night deliveries of tens of thousands of illegal ballots 8 hours after deadline.,2,NGC,0,Elections
20271,"According to the Census Bureau, 5 million more people voted than were registered to vote in the 2020 election.",2,NGC,0,Elections
20272,"NEW: Arizona House bill to decertify 2020 results, could effectively recall the Biden electors.",2,NGC,0,Elections
20273,Democrats Reveal BIG CLUE in the BIG STEAL: Operatives Manufactured Votes from Low Income Voters to Steal the Battleground States — Start the Canvassing!,2,NGC,0,Elections
20274,"White Hats Arrest Unnamed PA Election Official for Election Fraud, Treason",2,NGC,0,Elections
20275,BOMBSHELL: California Has 1.8M More Registered Voters Than it Should,2,NGC,0,Elections
20276,"In comments from 2024, 2017 and 2012, Republican U.S. Senate candidate Eric Hovde said he wants to repeal the Affordable Care Act",2,NGC,1,Political Figures
20277,Joe Biden tells voters he's 'going to beat Joe Biden',2,NGC,1,Political Figures
20278,New York Times editor admits Biden sexual assault story was censored at behest of Biden campaign.,2,NGC,1,Political Figures
20279,U.S. Rep. Matt Gaetz was the lone vote in the House against an anti-human trafficking bill.,2,NGC,1,Political Figures
20280,"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",2,NGC,1,Political Figures
20281,JD Vance joined Republican letter urging DOJ to enforce Comstock Act to ban mailing abortion pills,2,NGC,1,Political Figures
20282,JD Vance wrote the foreword for Project 2025’s Kevin Roberts’ upcoming book,2,NGC,1,Political Figures
20283,Jon Ossoff does not live in Georgia's 6th Congressional District,2,NGC,1,Political Figures
20284,CLINTON: Donald Trump used undocumented labor to build the Trump Tower.,2,NGC,1,Political Figures
20285,Hunter Biden drops lawsuit against Fox News over ‘mock trial’ miniseries,2,NGC,1,Political Figures
20286,"Hunter Biden pleads guilty to federal tax charges, in surprise move on brink of trial",2,NGC,1,Political Figures
20287,"Sen. Mark Kelly, whose wife Gabby Giffords was shot by a would-be assassin, reflects on Charlie Kirk’s assassination",2,NGC,1,Political Figures
20288,Cruz calls Biden’s promise to nominate first Black woman to Supreme Court ‘offensive’ and ‘insulting’,2,NGC,1,Political Figures
20289,"Alabama governor, caught in affair, agrees to plea deal and resigns",2,NGC,1,Political Figures
20290,Anthony Weiner Sentenced to Nearly Two Years in Prison for Sexting Scandal,2,NGC,1,Political Figures
20291,Trump asked Comey to end investigation of Michael Flynn probe: report,2,NGC,1,Political Figures
20292,Kushner used private email account for White House business - Politico,2,NGC,1,Political Figures
20293,NEWS JUST IN: Barack and Michel Obama 'Locked in Bombshell Divorce of the Century' —And How It Is Set to Cost Power Couple a $70Million Fortune,2,NGC,0,Political Figures
20294,"NEW: Document shows that Hunter Biden Paid Joe Biden $50,000 a month in rent.",2,NGC,0,Political Figures
20295,BREAKING: Hunter Biden DIES of Crack Overdose,2,NGC,0,Political Figures
20296,Hunter Biden's Prison Term Announced - Joe Biden STUNNED,2,NGC,0,Political Figures
20297,"BOMBSHELL: Hunter Biden had 25,000 pics of him torturing and raping children under age 10 in China on his laptop!",2,NGC,0,Political Figures
20298,Military ARRESTS Hunter Biden!,2,NGC,0,Political Figures
20299,Hillary Clinton leaves country as Mueller indictment is announceed,2,NGC,0,Political Figures
20300,Hillary Clinton has third heart attack — docs says she 'won't survive'.,2,NGC,0,Political Figures
20301,"President Joe Biden Rescinds Medal of Freedom given to Trump's campaign manager, Bradley Birkenfeld.",2,NGC,0,Political Figures
20302,FBI seize Diddy tape showing Hillary Clinton killing child at ‘freak off’ party,2,NGC,0,Political Figures
20303,SHOCKING: Justin Trudeau’s plane found filled with cocaine as he lands in India for the G20 summit.,2,NGC,0,Political Figures
20304,"Barack Obama’s REAL birth certificate leaked, shows real father is Communist Party propagandist Frank Marshall Davis.",2,NGC,0,Political Figures
20305,"Barack Obama tweets sick attack on John McCain, says he should have died.",2,NGC,0,Political Figures
20306,Danald Trump dead from a fatal heat attack!,2,NGC,0,Political Figures
20307,RFK Jr. flees the scene after Novo Nordisk Executive Gordon Findlay collapsed in the Oval Office.,2,NGC,0,Political Figures
20308,Minnesota Gov. Tim Walz had his stomach pumped after overingesting horse semen.,2,NGC,0,Political Figures
20309,"Nancy Pelosi's Son Paul Jr. Was Exec at 'Ukraine-Based Gas Company,' Similar to Hunter Biden",2,NGC,0,Political Figures
20310,Donald Trump appoints NBA legend Karl Malone as new director of Child Protective Services,2,NGC,0,Political Figures
20311,"Breaking News: Prime Minister Viktor Orban of Hungary endorsed Sweden’s NATO membership after blocking it for 19 months, saying that the two countries are “ready to fight for each other.”",2,NGC,1,Global Politics
20312,"Breaking News: Prime Minister Élisabeth Borne of France resigned ahead of a widely expected cabinet reshuffle by President Emmanuel Macron. She will continue to handle “current affairs” until a new cabinet is appointed, Macron's office said.",2,NGC,1,Global Politics
20313,"Portugal's prime minister resigned unexpectedly today, after police arrested his chief of staff on corruption allegations that have also involved a minister.",2,NGC,1,Global Politics
20314,"Trump says U.S., China close to trade deal ahead of Xi talks, TikTok decision",2,NGC,1,Global Politics
20315,Nobel Peace Prize awarded to Venezuela’s María Corina Machado,2,NGC,1,Global Politics
20316,Japan Prime Minister Ishiba Shigeru says he will step down after election setback,2,NGC,1,Global Politics
20317,Trump raises India tariffs to 50% over Russian oil purchases,2,NGC,1,Global Politics
20318,"Trump announces 30% tariffs on EU and Mexico, starting Aug. 1",2,NGC,1,Global Politics
20319,Columbia agrees to pay $200 million to restore funding cut by Trump administration,2,NGC,1,Global Politics
20320,Supreme Court allows Trump to withhold $4 billion in foreign aid funding,2,NGC,1,Global Politics
20321,UK recognizes a Palestinian state despite opposition from the U.S. and Israel,2,NGC,1,Global Politics
20322,U.S. warns of response to ‘witch hunt’ after Brazil’s Bolsonaro sentenced to 27 years,2,NGC,1,Global Politics
20323,Turkey says two-state solution is most realistic option for Cyprus,2,NGC,1,Global Politics
20324,EU Conservatives vote with far right to approve cuts to green rules.,2,NGC,1,Global Politics
20325,"China lifts ban on exports of gallium, germanium, and antimony to US",2,NGC,1,Global Politics
20326,Greece is one of NATO’s top defense spenders. Here’s why. ,2,NGC,1,Global Politics
20327,FORMER MEXICAN PREZ Sends “Middle Finger” To TRUMP Days Before “Apology”: “Don’t play around with us…We can jump walls…We can swim rivers…And we can defend ourselves”,2,NGC,0,Global Politics
20328,DANISH CITY OVERRUN WITH MUSLIM MIGRANTS Makes Pork Mandatory On All Municipal Menus,2,NGC,0,Global Politics
20329,SWEDEN IS ON BRINK OF COLLAPSE… Gun Purchases Are Way Up…Pepper Spray Selling Out…Muslims Beating Non-Muslims On Streets,2,NGC,0,Global Politics
20330," Russians Mint ‘In Trump We Trust’ Coin To Commemorate U.S. Inauguration (IMAGE, VIDEO)",2,NGC,0,Global Politics
20331," Trudeau HUMILIATES Trump, Openly Prefers To Speak To Other U.S. Officials Instead",2,NGC,0,Global Politics
20332,Germany Admits Trump Was Right on Borders After Taking in One Million Syrian Refugees,2,NGC,0,Global Politics
20333,"Biden Sent $60,000 to U.K. For Pride Events — Trump Made $5 Billion in Trade Wins",2,NGC,0,Global Politics
20334,TRUMP: US trade deficit with China is $1 trillion,2,NGC,0,Global Politics
20335,Canada makes bold decision to shut down Tesla and the US auto industry.,2,NGC,0,Global Politics
20336,TRUMP: China gets an advantage from the Trans-Pacific Partnership,2,NGC,0,Global Politics
20337,Ukraine President Volodymyr Zelenskyy blocks Truth Social in Ukraine.,2,NGC,0,Global Politics
20338,Ukrainian President Volodymyr Zelenskyy used U.S. aid funds to buy two yachts for $75 million.,2,NGC,0,Global Politics
20339,Gov. Ron DeSantis calls China ‘Florida’s most important trading partner.,2,NGC,0,Global Politics
20340,BREAKING: FBI admits Venezuela emptied its prisons and sent inmates to the U.S.,2,NGC,0,Global Politics
20341,"U.S. police killed more people in just one month than the U.K.’s did in over a century, statistics show. ",2,NGC,0,Global Politics
20342,The United Nations replaces all 193 country flags with LGBT flags.,2,NGC,0,Global Politics
20343,"During the recent global warming summit in Copenhagen, Nancy Pelosi and others stayed at a five-star hotel on a trip costing nearly $10,000 per person.",2,NGC,0,Global Politics
20344,Netanyahu’s 'no starvation in Gaza' statement contradicts extensive evidence of hunger crisis,3,NGC,1,Palestine/Isreal
20345,"Trump cites $60 million in US food aid to Gaza, but $30 million was approved, and none disbursed",3,NGC,1,Palestine/Isreal
20346,US airman dies after setting himself on fire outside Israeli Embassy,3,NGC,1,Palestine/Isreal
20347,"""Palestinians in Gaza are enduring horrifying levels of hunger and suffering” – UN Secretary-General António Guterres",3,NGC,1,Palestine/Isreal
20348,Masked Israeli settlers attack Palestinian villages and IDF soldiers in the West Bank,3,NGC,1,Palestine/Isreal
20349,Israel returns 15 bodies to Gaza after hostage remains are identified,3,NGC,1,Palestine/Isreal
20350,Israel says the remains of a hostage have been turned over in Gaza,3,NGC,1,Palestine/Isreal
20351,American-Israeli's body among 3 returned by Hamas,3,NGC,1,Palestine/Isreal
20352,Hamas returns bodies of 3 deceased hostages to Israel,3,NGC,1,Palestine/Isreal
20353,Israel's military prosecutor admits she leaked video of soldiers assaulting a Palestinian detainee,3,NGC,1,Palestine/Isreal
20354,"
Israel says ceasefire back on after strikes kill more than 100 in Gaza",3,NGC,1,Palestine/Isreal
20355,"Hamas needs more time to recover hostages' remains, U.S. advisers say as only nine of 28 bodies of slain abductees have been recovered. ",3,NGC,1,Palestine/Isreal
20356,Zohran Mamdani says it's 'too early' to give Trump credit for Gaza ceasefire deal,3,NGC,1,Palestine/Isreal
20357,Israeli government approves first part of peace deal to release hostages,3,NGC,1,Palestine/Isreal
20358,U.S. said to be prepping to send 200 troops to Israel for Gaza support,3,NGC,1,Palestine/Isreal
20359,Secretary of State Marco Rubio says ongoing Gaza peace negotiations are 'not yet' the end of the war,3,NGC,1,Palestine/Isreal
20360,Breaking News: President Biden said he believes negotiators are nearing a cease-fire deal that would halt Israel’s military operations in Gaza within a week in exchange for the release of at least some hostages held by Hamas.,3,NGC,1,Palestine/Isreal
20361,Israel strikes Gaza after Trump calls for stop to bombing,3,NGC,1,Palestine/Isreal
20362,Israel intercepts aid flotilla bound for Gaza,3,NGC,1,Palestine/Isreal
20363,Trump administration proposes selling nearly $6 billion in weapons to Israel,3,NGC,1,Palestine/Isreal
20364,Israel detains Greta Thunberg and others after intercepting an aid flotilla bound for Gaza,3,NGC,1,Palestine/Isreal
20365,Hundreds of thousands flee Israeli military's devastating assault on Gaza City,3,NGC,1,Palestine/Isreal
20366,U.S. vetoes U.N. Security Council resolution demanding immediate Gaza ceasefire and hostage release,3,NGC,1,Palestine/Isreal
20367,Trump warns Hamas ‘we will have no choice but to go in and kill them’ if bloodshed persists in Gaza,3,NGC,1,Palestine/Isreal
20368,Israeli finance minister describes plans to turn Gaza into a 'real estate bonanza' as bombs hammer the enclave,3,NGC,1,Palestine/Isreal
20369,IDF launches Gaza City ground offensive; U.N. report finds Israel is committing genocide,3,NGC,1,Palestine/Isreal
20370,Biden hasn’t signed a recent order sending $8B in aid to Israel. A ‘memo’ circulating online was altered,3,NGC,1,Palestine/Isreal
20371,Biden says he will stop sending bombs and artillery shells to Israel if it launches major invasion of Rafah,3,NGC,1,Palestine/Isreal
20372,Breaking news: Megyn Kelly calls for boycott of Taylor Swift after singer attends charity event in Gaza.,3,NGC,0,Palestine/Isreal
20373,NEW: King of Denmark waves Palestinian flag from the balcony in support of Palestine.,3,NGC,0,Palestine/Isreal
20374,WHOOPS: Israel accidentally votes for Palestine at United Nations Security Council meeting.,3,NGC,0,Palestine/Isreal
20375,"FBI Director Christopher Wray warns Congress that with the border wide open and a war in Israel, Hamas can just walk right in.""",3,NGC,0,Palestine/Isreal
20376,Gaza’s education ministry “officially announced the end of the 2023/2024 academic year as all students have been killed.,3,NGC,0,Palestine/Isreal
20377,MSNBC airs Gaza 'crisis actor.,3,NGC,0,Palestine/Isreal
20378,BUSTED: Fox News caught staging a video of Israel arresting a crisis actor.,3,NGC,0,Palestine/Isreal
20379,The Associated Press and CNN admit they knew about Hamas’ Oct. 7 attack beforehand,3,NGC,0,Palestine/Isreal
20380,Taylor Swift pulls ‘Eras’ film screenings in Israel.,3,NGC,0,Palestine/Isreal
20381,Nikki Haley argues in support of bringing Gaza refugees to America.,3,NGC,0,Palestine/Isreal
20382,The Wall Street Journal reports that Oct. 17 Gaza hospital explosion was caused by an American missile.,3,NGC,0,Palestine/Isreal
20383,89% of Palestinians Support Terror Attacks on Israel – Democrats Want to Bring One Million to the US,3,NGC,0,Palestine/Isreal
20384,CNN reporter fakes being near the Israel-Gaza border.,3,NGC,0,Palestine/Isreal
20385,Hamas militants ‘pouring’ across U.S. southern border,3,NGC,0,Palestine/Isreal
20386,The U.S. is sending $8 billion worth of military aid to Israel.,3,NGC,0,Palestine/Isreal
20387,Black Lives Matter says it stands with Hamas terrorists in Israeli conflict.,3,NGC,0,Palestine/Isreal
20388,Benjamin Netanyahu delivers speech to Hamas leaders — thanks them for uniting Israel.,3,NGC,0,Palestine/Isreal
20389,SCOOP: Ben & Jerry’s now selling “Free Palestine” and “From the River to Sea” ice cream flavors.,3,NGC,0,Palestine/Isreal
20390,Israeli Prime Minister Benjamin Netanyahu hospitalized with “serious health issue.,3,NGC,0,Palestine/Isreal
20391,"In response to public boycotts, Israel changes their barcode from 729 to 871.",3,NGC,0,Palestine/Isreal
20392,"First lady calls President Joe Biden ""the world's biggest cheerleader for the atrocities happening now in Gaza""",3,NGC,0,Palestine/Isreal
20393,Protesters in Kerala India accidentally bring Italian flag instead of Palestine flag to pro-Hamas protest.,3,NGC,0,Palestine/Isreal
20394,Israel bombs Palestinian children trying to get water.,3,NGC,0,Palestine/Isreal
20395,Haaretz investigation reveals discrepancies in Israel’s reporting on October 7th death toll.,3,NGC,0,Palestine/Isreal
20396,McDonald’s changes its food wrappers to support Israel amid the war.,3,NGC,0,Palestine/Isreal
20397,North Korean President Kim Jong Un blames President Joe Biden for the Israel-Hamas war,3,NGC,0,Palestine/Isreal
20398,Cries of Victory in Israel — Gaza Now Belongs to Israel! HAMAS Surrenders Desperately!,3,NGC,0,Palestine/Isreal
20399,REAKING: PM NETANYAHU HOSPITALISED. He suffered serious health issue in Kiryah and has been shifted to a hospital in Tel Aviv. Officials blame stress from Hamas attacks.,3,NGC,0,Palestine/Isreal
20400,(Actress) Candice King calls out Rafah massacre and beheaded babies.,3,NGC,0,Palestine/Isreal
20401,Yemeni Armed Forces' spokesman Yahya Saree: Yemen vows to continue its attacks on Israel with missiles and drones until the aggression on Gaza stops.,3,NGC,0,Palestine/Isreal
20402,Trump puts onus on Zelenskyy to end conflict with Russia ahead of meeting,3,NGC,1,Ukraine/Russia
20403,$100M corruption scandal rocks Ukraine and embroils top Zelenskyy ally,3,NGC,1,Ukraine/Russia
20404,"Ukraine to hold elections after war ends, says Zelenskyy",3,NGC,1,Ukraine/Russia
20405,Russian strikes on Kyiv kill at least 4 people and wound 16,3,NGC,1,Ukraine/Russia
20406,U.S. sanctions Russia's two largest oil companies,3,NGC,1,Ukraine/Russia
20407,Trump puts Putin talks on hold as Kremlin launches deadly new attacks on Ukraine,3,NGC,1,Ukraine/Russia
20408,"Zelenskyy urges Trump to get tougher with Putin, says he's ready to meet in Budapest",3,NGC,1,Ukraine/Russia
20409,"Zelenskyy says Putin is ""something similar but stronger than Hamas.""",3,NGC,1,Ukraine/Russia
20410,"Firepower' coming for Ukraine, Hegseth tells NATO",3,NGC,1,Ukraine/Russia
20411,"Power restored to 800,000 in Kyiv after Russian strikes on Ukraine's energy grid",3,NGC,1,Ukraine/Russia
20412,‘Absolutely unacceptable’: Zelenskyy condemns corruption in energy sector targeted by Russia,3,NGC,1,Ukraine/Russia
20413,U.S. to expand intelligence assistance to Ukraine for strikes on Russian energy facilities,3,NGC,1,Ukraine/Russia
20414,Russia launches deadly aerial attack on Ukraine as Poland scrambles jets,3,NGC,1,Ukraine/Russia
20415,Trump says he now thinks Ukraine can win back all of its territory taken by Russia,3,NGC,1,Ukraine/Russia
20416,3 Russian fighter jets violate Estonian airspace in 'brazen' incursion,3,NGC,1,Ukraine/Russia
20417,"Ukrainian children have been taken to more than 200 facilities in Russia, new report finds",3,NGC,1,Ukraine/Russia
20418,Trump says he's ready to put 'major sanctions' on Russia if NATO nations do the same,3,NGC,1,Ukraine/Russia
20419,"Ukrainian drones strike one of Russia's top oil refineries, sparking a fire",3,NGC,1,Ukraine/Russia
20420,Trump says Putin and Zelenskyy are 'not ready' for peace as European powers meet,3,NGC,1,Ukraine/Russia
20421,Ukraine's former parliamentary speaker shot dead,3,NGC,1,Ukraine/Russia
20422,Russian attack on Ukraine's capital kills at least 15 as Trump's peace push stalls,3,NGC,1,Ukraine/Russia
20423,JD Vance says Russia has made 'significant concessions' in Ukraine talks. ,3,NGC,1,Ukraine/Russia
20424,Russia's foreign minister says no Putin-Zelenskyy summit planned despite Trump's peace push,3,NGC,1,Ukraine/Russia
20425,Kim Jong Un praises North Korean soldiers who died for Russia as 'heroes',3,NGC,1,Ukraine/Russia
20426,A Ukrainian startup develops long-range drones and missiles capable of striking Russia,3,NGC,1,Ukraine/Russia
20427,Zelenskyy rejects Trump's proposal that Ukraine could swap territories with Russia,3,NGC,1,Ukraine/Russia
20428,Ukraine suffers most civilian casualties in 3 years as Russia ramps up aerial attacks,3,NGC,1,Ukraine/Russia
20429,U.S. citizen who helped Russia from inside Ukraine granted passport by Putin,3,NGC,1,Ukraine/Russia
20430,Volodymyr Zelenskyy “started” the war in Ukraine with Russia.,3,NGC,0,Ukraine/Russia
20431,The Pentagon admits to accidentally sending $6.2 billion to Ukraine.”,3,NGC,0,Ukraine/Russia
20432,An E! News report said USAID paid millions of dollars to sponsor American celebrity visits to Ukraine.,3,NGC,0,Ukraine/Russia
20433,PLOT TO HELP DEMOCRATS WIN MIDTERMS REVEALED: U.S. tax dollars sent to help Ukraine laundered back by cryptocurrency firm FTX.,3,NGC,0,Ukraine/Russia
20434,Zelenskyy's statement about Ukraine aid reveals $177 billion dollar money laundering operation ,3,NGC,0,Ukraine/Russia
20435,White House Press Secretary Karine Jean-Pierre said the United States and Ukraine won World War II.,3,NGC,0,Ukraine/Russia
20436,Photos of an apartment building in Kyiv are evidence the war in Ukraine is fake.,3,NGC,0,Ukraine/Russia
20437,"In Ukraine, 2,458 NATO soldiers and 234 NATO military trainers have died, some of whom are from the U.S.",3,NGC,0,Ukraine/Russia
20438,Putin destroys adrenochrome lab in Ukraine.,3,NGC,0,Ukraine/Russia
20439,BREAKING: Democrat Congressman Seth Moulton announces the US is fundamentally in a proxy war with Russia,3,NGC,0,Ukraine/Russia
20440,BREAKING: North Korea has taken military action against Russia.,3,NGC,0,Ukraine/Russia
20441,Biden threatens to assassinate Ukraine president.,3,NGC,0,Ukraine/Russia
20442,"PRESIDENT VLADIMIR PUTIN RELEASED 35,000 CHILDREN FROM TUNNELS AND SUBWAY IN UKRAINE",3,NGC,0,Ukraine/Russia
20443,CNN tweets about “brave children” in Ukraine signing up to fight Russia.,3,NGC,0,Ukraine/Russia
20444,"Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says.",3,NGC,0,Ukraine/Russia
20445,REPORT: Putin beheaded bioweapon engineers in Ukraine.,3,NGC,0,Ukraine/Russia
20446,URGENT: News that Russian President “Vladimir Putin” was assassinated by unknown armed forces.. Russia declares a state of emergency,3,NGC,0,Ukraine/Russia
20447,Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.,3,NGC,0,Ukraine/Russia
20448,Putin Lights “Purifying Fire” to Cleanse Ukraine of Pedophiles,3,NGC,0,Ukraine/Russia
20449,"Putin Executes American, British Mercenaries working for Zelenskyy",3,NGC,0,Ukraine/Russia
20450,Putin: Zelenskyy Sheltering Child Traffickers,3,NGC,0,Ukraine/Russia
20451,Putin: Bombed Hospital Was Really Bioweapon Storage Facility,3,NGC,0,Ukraine/Russia
20452,White Hats Confirm Lloyd Austin Killed in Ukraine,3,NGC,0,Ukraine/Russia
20453,"Biden-Funded Ukrainian Military Tortures, Kills, and EATS Innocent Russian Civilians",3,NGC,0,Ukraine/Russia
20454,Zelenskyy Turns Young Boys into Suicide Bombers,3,NGC,0,Ukraine/Russia
20455,Special Forces-Spetznas Team Crushes Adrenochrome Cartel in Ukraine,3,NGC,0,Ukraine/Russia
20456,Trump Calls Putin to Congratulate Him on Surviving Another Deep State Assassination Attempt,3,NGC,0,Ukraine/Russia
20457,Putin Destroys Adrenochrome Lab in Ukraine,3,NGC,0,Ukraine/Russia
20458,Breaking News: Pentagon said we ACCIDENTALLY SENT $6.2 BILLION DOLLARS to UKRAINE. Accounting error. This is straight-up money laundering.,3,NGC,0,Ukraine/Russia
20459,Obama will start Iran war for vote': Trump's 2011 post resurfaces on internet.,3,NGC,1,Iran
20460,Iran's president says Trump administration is on a path that will 'set fire' to the Middle East,3,NGC,1,Iran
20461,Iran’s supreme leader said Israel’s attack should not be exaggerated or downplayed,3,NGC,1,Iran
20462,Iran's supreme leader threatens U.S. and Israel after official says it is prepared to change its policies on using nuclear weapons if faced with an existential threat.,3,NGC,1,Iran
20463,"U.N. says Iran executed over 900 people in 2024, including dozens of women",3,NGC,1,Iran
20464,Russia and Iran sign a partnership treaty to deepen their ties in the face of Western sanctions,3,NGC,1,Iran
20465,Gunman in Iran's capital fatally shoots 2 judges tied to 1988 mass executions,3,NGC,1,Iran
20466,Former Iranian Deputy FM Mohammad-Javad Larijani Threatens: A Drone Can Hit Trump in the Bellybutton While He Is Sunbathing at Mar-a-Lago; Macron Could Be Hit While Partying at a Discotheque,3,NGC,1,Iran
20467,Trump says the U.S. will hold direct talks with Iran as he insists Tehran can't get nuclear weapons,3,NGC,1,Iran
20468,Iran parades missiles through the streets in a show of force as nuclear talks ramp up,3,NGC,1,Iran
20469,Putin orders Russian emergency planes to Iran after blast at port of Bandar Abbas,3,NGC,1,Iran
20470,"A massive explosion at an Iranian port linked to missile fuel shipment kills 40, injures more than 800",3,NGC,1,Iran
